parcel_id,order_id,customer_id,created_at,delivery_date,batch_id,depot_id,dropoff_lat,dropoff_lng,dropoff_address,dropoff_zone_id,dropoff_postal_code,dropoff_location_type,floor_number,has_elevator,road_access_type,weight_kg,length_cm,width_cm,height_cm,volume_m3,actual_shape,density_kg_m3,fragile,stackable,max_stack_weight_kg,loading_orientation_fixed,top_face_id,do_not_tilt,keep_dry,two_person_lift,requires_signature,hazardous,hazmat_class,requires_refrigeration,temp_min_celsius,temp_max_celsius,category,priority_level,service_type,is_return,attempt_number,time_window_start,time_window_end,time_window_flexibility,customer_available_probability,preferred_time_slot
P-0006878,O-0005788,C-0006830,2026-01-08 10:49:58,2026-01-10,B-20260110-003,D-CMB-003,6.861578,79.867858,"No. 52, Market Lane, Dehiwala, Sri Lanka",Z-CMB-008,10350,residential,0,False,standard,2.2,53.0,36.2,17.6,0.03376736,cuboid,65.152,False,True,16.43,False,,False,True,False,False,False,,False,,,medium_parcel,standard,locker_drop,False,1,12:31:00,19:06:00,flexible_±30min,0.86,evening
P-0006879,O-0005789,C-0003567,2026-01-09 12:53:35,2026-01-10,B-20260110-003,D-CMB-003,6.894232,79.858142,"No. 226, Hospital Road, Floor 3, Bambalapitiya, Sri Lanka",Z-CMB-005,00400,residential,3,True,standard,2.337,38.1,26.5,17.5,0.017668875,cuboid,132.266,False,True,8.26,False,,False,True,False,False,False,,False,,,small_parcel,express,door_to_door,False,1,16:36:00,20:31:00,flexible_±30min,0.796,evening
P-0006880,O-0005790,C-0009233,2026-01-08 20:21:14,2026-01-10,B-20260110-003,D-CMB-003,6.890753,79.861477,"No. 234, Marine Drive, Floor 6, Bambalapitiya, Sri Lanka",Z-CMB-005,00400,residential,6,False,standard,1.963,44.0,25.8,21.1,0.02395272,cuboid,81.953,False,True,10.49,False,,False,False,False,False,False,,False,,,small_parcel,standard,door_to_door,False,1,10:25:00,19:32:00,flexible_±30min,0.776,morning
P-0006881,O-0005791,C-0005674,2026-01-09 09:37:28,2026-01-10,B-20260110-003,D-CMB-003,6.851096,79.864182,"No. 247, Palm Grove, Floor 5, Dehiwala, Sri Lanka",Z-CMB-008,10350,residential,5,True,narrow_lane,8.437,35.2,27.3,38.3,0.036804768,cuboid,229.237,False,False,0.0,True,length_width,True,True,False,True,True,flammable,False,,,hazmat,standard,door_to_door,False,1,10:14:00,19:51:00,fixed,0.838,afternoon
P-0006882,O-0005792,C-0016965,2026-01-09 12:05:18,2026-01-10,B-20260110-003,D-CMB-003,6.908091,79.851795,"No. 64, Baseline Road, Kollupitiya, Sri Lanka",Z-CMB-004,00300,residential,0,False,standard,26.557,81.7,76.8,80.5,0.50510208,cuboid,52.577,True,False,0.0,True,length_height,True,False,False,True,False,,False,,,bulky,standard,locker_drop,False,2,12:37:00,20:34:00,anytime,0.812,afternoon
P-0006883,O-0005793,C-0009348,2026-01-07 21:28:58,2026-01-10,B-20260110-003,D-CMB-003,6.837399,79.865073,"No. 77, Station Road, Floor 7, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,commercial,7,False,standard,2.686,37.7,13.5,22.5,0.011451375,cuboid,234.557,False,True,20.44,False,,False,False,False,False,False,,False,,,small_parcel,standard,door_to_door,False,1,08:03:00,13:58:00,flexible_±30min,0.99,evening
P-0006884,O-0005794,C-0005977,2026-01-07 10:06:42,2026-01-10,B-20260110-003,D-CMB-003,6.851993,79.863288,"No. 339, High Level Road, Floor 20, Dehiwala, Sri Lanka",Z-CMB-008,10350,commercial,20,True,standard,2.561,53.4,36.3,17.6,0.034116192,cuboid,75.067,False,False,0.0,False,,False,True,False,False,False,,False,,,medium_parcel,express,door_to_door,False,1,12:32:00,15:16:00,fixed,0.99,afternoon
P-0006885,O-0005795,C-0012720,2026-01-08 07:37:06,2026-01-10,B-20260110-003,D-CMB-003,6.838707,79.86474,"No. 254, Main Street, Floor 10, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,commercial,10,True,narrow_lane,0.41,24.7,15.6,2.4,0.000924768,flat,443.354,False,True,13.96,False,,False,False,False,False,False,,False,,,document,priority,door_to_door,False,1,12:33:00,14:25:00,flexible_±30min,0.99,any
P-0006886,O-0005796,C-0009628,2026-01-06 09:11:16,2026-01-10,B-20260110-003,D-CMB-003,6.839989,79.859386,"No. 303, Galle Road, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,residential,0,False,standard,15.12,35.4,29.4,40.2,0.041838552,cylinder,361.389,False,True,40.6,False,,False,False,False,True,True,flammable,False,,,hazmat,express,door_to_door,False,1,17:06:00,20:01:00,flexible_±30min,0.753,evening
P-0006887,O-0005797,C-0012851,2026-01-09 11:35:08,2026-01-10,B-20260110-003,D-CMB-003,6.838268,79.86608,"No. 314, Baseline Road, Floor 3, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,commercial,3,False,standard,5.094,43.8,36.3,22.0,0.03497868,cuboid,145.632,False,True,19.86,False,,False,True,False,True,False,,False,,,medium_parcel,standard,door_to_door,False,1,11:15:00,17:50:00,anytime,0.853,morning
P-0006888,O-0005798,C-0002070,2026-01-09 10:36:25,2026-01-10,B-20260110-003,D-CMB-003,6.875449,79.86122,"No. 286, School Lane, Floor 3, Wellawatte, Sri Lanka",Z-CMB-010,00600,residential,3,True,standard,7.179,64.8,39.0,25.8,0.06520176,cuboid,110.104,True,False,0.0,True,length_height,True,True,False,True,False,,False,,,fragile_goods,express,door_to_door,False,1,12:50:00,16:01:00,flexible_±30min,0.782,any
P-0006889,O-0005799,C-0009069,2026-01-06 21:15:35,2026-01-10,B-20260110-003,D-CMB-003,6.85236,79.865178,"No. 305, Baseline Road, Dehiwala, Sri Lanka",Z-CMB-008,10350,commercial,0,True,standard,1.112,27.7,21.6,18.4,0.011009088,cuboid,101.007,False,False,0.0,True,length_width,False,True,False,False,False,,False,,,small_parcel,standard,door_to_door,False,1,08:32:00,14:23:00,anytime,0.801,morning
P-0006890,O-0005799,C-0006630,2026-01-09 10:37:29,2026-01-10,B-20260110-003,D-CMB-003,6.849801,79.869092,"No. 149, Station Road, Floor 3, Dehiwala, Sri Lanka",Z-CMB-008,10350,residential,3,False,narrow_lane,8.95,54.4,28.4,22.4,0.034607104,cuboid,258.617,False,True,51.93,False,,False,True,False,False,False,,True,3.4,6.2,medium_parcel,priority,door_to_door,False,1,16:31:00,17:54:00,fixed,0.938,evening
P-0006891,O-0005800,C-0006915,2026-01-09 11:13:50,2026-01-10,B-20260110-003,D-CMB-003,6.885485,79.848107,"No. 148, Park Road, Floor 2, Bambalapitiya, Sri Lanka",Z-CMB-005,00400,residential,2,False,narrow_lane,5.438,30.1,24.2,23.3,0.016972186,cuboid,320.407,False,True,34.42,True,length_height,False,True,False,False,False,,False,,,small_parcel,express,door_to_door,False,1,13:10:00,17:10:00,flexible_±30min,0.825,afternoon
P-0006892,O-0005801,C-0012279,2026-01-07 11:35:35,2026-01-10,B-20260110-003,D-CMB-003,6.889968,79.865264,"No. 223, Railway Avenue, Floor 6, Bambalapitiya, Sri Lanka",Z-CMB-005,00400,residential,6,True,narrow_lane,1.521,26.7,27.4,16.2,0.011851596,cylinder,128.337,False,False,0.0,False,,False,False,False,False,False,,False,,,small_parcel,express,door_to_door,False,1,14:19:00,17:18:00,flexible_±30min,0.821,afternoon
P-0006893,O-0005802,C-0013636,2026-01-09 09:42:02,2026-01-10,B-20260110-003,D-CMB-003,6.841872,79.860119,"No. 222, Hospital Road, Floor 4, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,residential,4,False,standard,18.257,59.1,59.8,45.4,0.160451772,irregular,113.785,False,False,0.0,False,,False,True,False,False,False,,False,,,large_parcel,standard,door_to_door,False,1,13:00:00,20:30:00,anytime,0.792,afternoon
P-0006894,O-0005803,C-0002413,2026-01-07 07:39:39,2026-01-10,B-20260110-003,D-CMB-003,6.886218,79.850158,"No. 48, Railway Avenue, Floor 3, Bambalapitiya, Sri Lanka",Z-CMB-005,00400,residential,3,True,standard,1.149,27.8,25.0,13.9,0.0096605,cuboid,118.938,False,True,10.89,False,,False,True,False,False,False,,False,,,small_parcel,standard,door_to_door,False,1,12:07:00,18:25:00,anytime,0.826,afternoon
P-0006895,O-0005804,C-0001943,2026-01-08 13:39:02,2026-01-10,B-20260110-003,D-CMB-003,6.908503,79.852328,"No. 17, Market Lane, Floor 8, Kollupitiya, Sri Lanka",Z-CMB-004,00300,residential,8,False,standard,7.305,33.8,34.7,26.1,0.030611646,cuboid,238.635,False,True,22.37,True,length_width,True,True,False,False,False,,True,2.4,6.6,perishable,standard,door_to_door,False,1,09:51:00,17:16:00,anytime,0.839,morning
P-0006896,O-0005805,C-0006581,2026-01-07 21:15:52,2026-01-10,B-20260110-003,D-CMB-003,6.839869,79.834501,"No. 378, Duplication Road, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,industrial,0,False,restricted_access,7.503,58.2,23.2,29.6,0.039967104,cuboid,187.729,False,True,35.26,True,length_height,True,True,False,True,True,limited_quantity,False,,,hazmat,express,locker_drop,False,1,16:22:00,19:29:00,flexible_±30min,0.977,evening
P-0006897,O-0005805,C-0002227,2026-01-08 10:29:09,2026-01-10,B-20260110-003,D-CMB-003,6.840776,79.866219,"No. 379, High Level Road, Floor 5, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,commercial,5,True,narrow_lane,1.425,34.1,22.0,9.6,0.00720192,cuboid,197.864,True,False,0.0,True,length_height,True,True,False,True,False,,False,,,small_parcel,standard,door_to_door,False,1,10:40:00,16:34:00,flexible_±30min,0.794,morning
P-0006898,O-0005805,C-0008764,2026-01-09 16:18:07,2026-01-10,B-20260110-003,D-CMB-003,6.85022,79.864679,"No. 135, Palm Grove, Dehiwala, Sri Lanka",Z-CMB-008,10350,residential,0,False,standard,3.144,43.3,33.6,43.6,0.063432768,cuboid,49.564,True,False,0.0,True,length_width,True,True,False,True,False,,False,,,fragile_goods,priority,door_to_door,False,1,09:19:00,10:57:00,fixed,0.752,morning
P-0006899,O-0005806,C-0015940,2026-01-07 09:26:16,2026-01-10,B-20260110-003,D-CMB-003,6.862678,79.883187,"No. 74, Railway Avenue, Nugegoda, Sri Lanka",Z-CMB-007,10250,industrial,0,True,standard,6.747,50.4,43.0,17.8,0.03857616,cuboid,174.901,True,False,0.0,True,length_width,True,True,False,True,False,,False,,,medium_parcel,standard,door_to_door,False,1,09:01:00,14:47:00,anytime,0.985,evening
P-0006900,O-0005807,C-0017460,2026-01-09 12:40:45,2026-01-10,B-20260110-003,D-CMB-003,6.851217,79.864834,"No. 197, Railway Avenue, Dehiwala, Sri Lanka",Z-CMB-008,10350,commercial,0,False,restricted_access,3.496,40.5,20.2,21.7,0.01775277,soft_pack,196.927,True,False,0.0,True,length_width,True,False,False,True,False,,False,,,small_parcel,standard,collection_point,False,1,09:31:00,18:31:00,anytime,0.777,morning
P-0006901,O-0005807,C-0016645,2026-01-09 07:36:25,2026-01-10,B-20260110-003,D-CMB-003,6.888453,79.844694,"No. 393, Hospital Road, Bambalapitiya, Sri Lanka",Z-CMB-005,00400,industrial,0,False,standard,3.463,35.6,27.6,16.7,0.016408752,cuboid,211.046,False,True,13.09,False,,False,True,False,False,False,,False,,,small_parcel,standard,door_to_door,False,1,11:56:00,20:19:00,anytime,0.895,any
P-0006902,O-0005808,C-0003373,2026-01-07 07:16:05,2026-01-10,B-20260110-003,D-CMB-003,6.850231,79.862476,"No. 241, Park Road, Floor 1, Dehiwala, Sri Lanka",Z-CMB-008,10350,residential,1,False,narrow_lane,1.27,22.9,32.1,16.3,0.011981967,cuboid,105.993,False,True,18.61,False,,False,True,False,False,False,,False,,,small_parcel,express,door_to_door,False,1,16:59:00,19:35:00,flexible_±30min,0.958,evening
P-0006903,O-0005809,C-0002614,2026-01-08 11:49:11,2026-01-10,B-20260110-003,D-CMB-003,6.838994,79.864628,"No. 264, High Level Road, Floor 4, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,commercial,4,True,standard,1.281,23.7,24.4,18.5,0.01069818,cuboid,119.74,False,False,0.0,False,,False,False,False,False,False,,False,,,small_parcel,standard,door_to_door,False,1,12:04:00,20:43:00,anytime,0.733,afternoon
P-0006904,O-0005810,C-0010048,2026-01-07 10:12:07,2026-01-10,B-20260110-003,D-CMB-003,6.835603,79.863073,"No. 304, Union Place, Floor 6, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,residential,6,False,standard,6.31,58.9,26.5,15.9,0.024817515,cuboid,254.256,False,True,35.9,False,,False,False,False,False,False,,False,,,medium_parcel,standard,door_to_door,False,1,13:30:00,20:20:00,anytime,0.816,afternoon
P-0006905,O-0005811,C-0016231,2026-01-09 16:36:45,2026-01-10,B-20260110-003,D-CMB-003,6.83,79.868809,"No. 225, Union Place, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,commercial,0,False,standard,0.883,26.8,15.3,19.4,0.007954776,cuboid,111.002,False,False,0.0,False,,False,False,False,False,False,,False,,,small_parcel,standard,door_to_door,False,1,09:07:00,15:18:00,flexible_±30min,0.935,morning
P-0006906,O-0005812,C-0004437,2026-01-09 18:06:20,2026-01-10,B-20260110-003,D-CMB-003,6.839779,79.865824,"No. 207, Main Street, Floor 3, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,commercial,3,True,standard,11.242,40.3,32.3,32.9,0.042825601,cylinder,262.507,False,False,0.0,True,length_width,True,False,False,True,True,corrosive,False,,,hazmat,priority,door_to_door,False,1,12:36:00,14:10:00,fixed,0.97,afternoon
P-0006907,O-0005813,C-0008174,2026-01-08 19:15:13,2026-01-10,B-20260110-003,D-CMB-003,6.838283,79.861559,"No. 383, Main Street, Floor 8, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,residential,8,True,standard,2.762,33.2,30.0,23.4,0.0233064,soft_pack,118.508,False,True,13.49,True,length_width,False,True,False,False,False,,False,,,medium_parcel,express,door_to_door,False,1,09:41:00,13:08:00,flexible_±30min,0.666,morning
P-0006908,O-0005814,C-0010239,2026-01-10 07:12:21,2026-01-10,B-20260110-003,D-CMB-003,6.897746,79.852864,"No. 179, Park Road, Bambalapitiya, Sri Lanka",Z-CMB-005,00400,residential,0,False,standard,22.636,86.3,49.5,41.4,0.17685459,cuboid,127.992,False,True,61.01,False,,False,True,False,False,False,,False,,,large_parcel,priority,collection_point,False,1,18:13:00,19:47:00,flexible_±30min,0.902,evening
P-0006909,O-0005815,C-0016244,2026-01-06 13:13:53,2026-01-10,B-20260110-003,D-CMB-003,6.851125,79.866347,"No. 93, Duplication Road, Floor 2, Dehiwala, Sri Lanka",Z-CMB-008,10350,commercial,2,False,standard,15.208,50.7,49.2,38.2,0.095287608,cuboid,159.601,False,True,60.07,False,,False,True,False,False,False,,False,,,large_parcel,standard,door_to_door,False,1,09:06:00,17:44:00,fixed,0.99,evening
P-0006910,O-0005816,C-0015970,2026-01-08 09:21:00,2026-01-10,B-20260110-003,D-CMB-003,6.873063,79.862589,"No. 146, School Lane, Floor 5, Wellawatte, Sri Lanka",Z-CMB-010,00600,commercial,5,False,narrow_lane,32.906,49.9,35.4,48.9,0.086379894,cuboid,380.945,False,True,95.0,False,,False,True,True,True,True,corrosive,False,,,hazmat,standard,door_to_door,False,1,14:47:00,20:45:00,anytime,0.838,evening
P-0006911,O-0005817,C-0005621,2026-01-10 13:48:20,2026-01-10,B-20260110-003,D-CMB-003,6.872124,79.863244,"No. 55, Hospital Road, Wellawatte, Sri Lanka",Z-CMB-010,00600,residential,0,False,narrow_lane,5.671,34.6,35.6,23.7,0.029192712,cuboid,194.261,False,False,0.0,False,,False,True,False,False,False,,False,,,medium_parcel,standard,door_to_door,False,1,11:20:00,16:59:00,anytime,0.781,morning
P-0006912,O-0005818,C-0012639,2026-01-09 11:09:59,2026-01-10,B-20260110-003,D-CMB-003,6.83,79.849668,"No. 118, Palm Grove, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,residential,0,False,standard,3.916,40.5,30.6,23.5,0.02912355,cuboid,134.462,False,True,18.47,True,length_height,True,False,False,False,False,,False,,,medium_parcel,priority,door_to_door,False,2,08:06:00,09:59:00,fixed,0.789,morning
P-0006913,O-0005819,C-0014394,2026-01-09 12:09:37,2026-01-10,B-20260110-003,D-CMB-003,6.857725,79.881074,"No. 267, Market Lane, Floor 3, Dehiwala, Sri Lanka",Z-CMB-008,10350,commercial,3,True,narrow_lane,6.234,50.0,32.2,35.1,0.056511,cuboid,110.315,False,True,27.76,True,length_width,False,True,False,False,False,,False,,,medium_parcel,express,door_to_door,False,1,16:26:00,19:22:00,flexible_±30min,0.895,evening
P-0006914,O-0005820,C-0014036,2026-01-10 18:48:39,2026-01-10,B-20260110-003,D-CMB-003,6.909098,79.854258,"No. 135, Galle Road, Floor 3, Kollupitiya, Sri Lanka",Z-CMB-004,00300,residential,3,False,standard,3.432,50.1,22.1,22.6,0.025022946,cuboid,137.154,False,True,13.49,False,,False,False,False,False,False,,False,,,medium_parcel,standard,door_to_door,False,1,12:13:00,19:06:00,anytime,0.767,afternoon
P-0006915,O-0005821,C-0014033,2026-01-08 09:08:21,2026-01-10,B-20260110-003,D-CMB-003,6.875455,79.861734,"No. 381, Palm Grove, Floor 1, Wellawatte, Sri Lanka",Z-CMB-010,00600,commercial,1,False,standard,4.605,36.1,31.6,47.3,0.053957948,irregular,85.344,True,False,0.0,True,width_height,True,True,False,True,False,,False,,,fragile_goods,standard,door_to_door,False,1,12:49:00,19:57:00,anytime,0.974,any
P-0006916,O-0005822,C-0006218,2026-01-09 15:42:52,2026-01-10,B-20260110-003,D-CMB-003,6.901064,79.859065,"No. 330, Marine Drive, Floor 5, Bambalapitiya, Sri Lanka",Z-CMB-005,00400,residential,5,False,narrow_lane,5.393,43.9,28.1,21.6,0.026645544,cuboid,202.398,False,True,15.29,False,,False,False,False,False,False,,False,,,medium_parcel,standard,door_to_door,False,1,13:25:00,19:38:00,flexible_±30min,0.686,afternoon
P-0006917,O-0005823,C-0004623,2026-01-08 15:27:08,2026-01-10,B-20260110-003,D-CMB-003,6.851797,79.864515,"No. 341, Railway Avenue, Dehiwala, Sri Lanka",Z-CMB-008,10350,residential,0,False,narrow_lane,2.189,28.5,30.6,13.3,0.01159893,cuboid,188.724,False,True,11.73,False,,False,True,False,False,False,,False,,,small_parcel,express,collection_point,False,1,14:31:00,18:14:00,fixed,0.98,any
P-0006918,O-0005824,C-0013929,2026-01-08 11:28:06,2026-01-10,B-20260110-003,D-CMB-003,6.874316,79.858671,"No. 297, Park Road, Wellawatte, Sri Lanka",Z-CMB-010,00600,commercial,0,False,standard,1.596,28.1,22.7,4.8,0.003061776,flat,521.266,False,True,9.73,False,,False,True,False,True,False,,False,,,document,standard,door_to_door,False,1,12:19:00,20:44:00,anytime,0.938,afternoon
P-0006919,O-0005825,C-0005794,2026-01-10 16:39:48,2026-01-10,B-20260110-003,D-CMB-003,6.838341,79.863788,"No. 381, Duplication Road, Floor 3, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,commercial,3,True,restricted_access,1.322,30.8,22.7,22.0,0.01538152,soft_pack,85.947,False,False,0.0,False,,False,True,False,False,False,,False,,,small_parcel,standard,door_to_door,False,1,14:18:00,20:42:00,flexible_±30min,0.886,afternoon
P-0006920,O-0005826,C-0007899,2026-01-09 12:36:58,2026-01-10,B-20260110-003,D-CMB-003,6.890529,79.859558,"No. 231, School Lane, Bambalapitiya, Sri Lanka",Z-CMB-005,00400,residential,0,False,narrow_lane,1.36,25.5,24.0,18.6,0.0113832,soft_pack,119.474,False,False,0.0,False,,False,True,False,False,False,,False,,,small_parcel,standard,locker_drop,False,1,13:36:00,18:37:00,flexible_±30min,0.824,any
P-0006921,O-0005827,C-0005677,2026-01-09 11:12:03,2026-01-10,B-20260110-003,D-CMB-003,6.851235,79.865295,"No. 99, Marine Drive, Floor 1, Dehiwala, Sri Lanka",Z-CMB-008,10350,commercial,1,False,narrow_lane,74.135,134.5,80.4,92.1,0.99595098,cuboid,74.436,False,False,0.0,False,,False,False,True,True,False,,False,,,bulky,express,door_to_door,False,1,12:16:00,14:56:00,flexible_±30min,0.749,afternoon
P-0006922,O-0005828,C-0014751,2026-01-07 14:51:35,2026-01-10,B-20260110-003,D-CMB-003,6.85104,79.868156,"No. 101, Marine Drive, Floor 5, Dehiwala, Sri Lanka",Z-CMB-008,10350,residential,5,False,narrow_lane,4.623,75.2,40.6,31.5,0.09617328,cylinder,48.069,False,False,0.0,False,,False,True,False,False,False,,False,,,large_parcel,standard,door_to_door,False,1,08:25:00,14:47:00,flexible_±30min,0.922,morning
P-0006923,O-0005828,C-0003247,2026-01-08 19:05:03,2026-01-10,B-20260110-003,D-CMB-003,6.911519,79.854177,"No. 255, Station Road, Floor 1, Kollupitiya, Sri Lanka",Z-CMB-004,00300,residential,1,False,standard,4.355,44.7,30.3,25.5,0.034537455,cuboid,126.095,False,True,29.83,False,,False,True,False,True,False,,False,,,medium_parcel,standard,door_to_door,False,1,09:17:00,18:50:00,anytime,0.667,morning
P-0006924,O-0005829,C-0005139,2026-01-09 21:49:58,2026-01-10,B-20260110-003,D-CMB-003,6.839824,79.866405,"No. 394, Station Road, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,industrial,0,False,standard,7.529,44.4,35.2,36.7,0.057357696,cuboid,131.264,False,False,0.0,False,,False,True,False,False,False,,False,,,medium_parcel,priority,door_to_door,False,1,10:24:00,11:41:00,fixed,0.832,morning
P-0006925,O-0005830,C-0014872,2026-01-08 11:49:09,2026-01-10,B-20260110-003,D-CMB-003,6.908222,79.850138,"No. 94, Park Road, Kollupitiya, Sri Lanka",Z-CMB-004,00300,residential,0,False,restricted_access,4.937,33.2,30.3,20.3,0.020420988,cuboid,241.761,False,True,17.1,False,,False,True,False,False,False,,False,,,small_parcel,standard,collection_point,False,1,11:21:00,16:55:00,anytime,0.607,morning
P-0006926,O-0005831,C-0004453,2026-01-10 10:01:08,2026-01-10,B-20260110-003,D-CMB-003,6.848887,79.859068,"No. 199, Market Lane, Dehiwala, Sri Lanka",Z-CMB-008,10350,residential,0,False,standard,10.895,50.1,43.7,33.7,0.073781769,cuboid,147.665,True,False,0.0,True,length_width,True,True,False,True,False,,False,,,medium_parcel,standard,door_to_door,False,1,12:36:00,19:46:00,anytime,0.916,afternoon
P-0006927,O-0005832,C-0010826,2026-01-08 07:31:56,2026-01-10,B-20260110-003,D-CMB-003,6.839165,79.865187,"No. 23, Duplication Road, Floor 4, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,commercial,4,True,standard,6.359,41.3,23.7,22.0,0.02153382,cuboid,295.303,False,False,0.0,True,length_width,False,True,False,False,False,,False,,,small_parcel,express,door_to_door,False,1,16:06:00,19:27:00,flexible_±30min,0.99,evening
P-0006928,O-0005833,C-0007987,2026-01-07 14:09:39,2026-01-10,B-20260110-003,D-CMB-003,6.90568,79.842964,"No. 11, Canal Road, Floor 10, Kollupitiya, Sri Lanka",Z-CMB-004,00300,residential,10,False,standard,3.288,42.4,31.5,19.7,0.02631132,cylinder,124.965,False,False,0.0,False,,False,True,False,False,False,,False,,,small_parcel,standard,door_to_door,False,1,08:30:00,17:03:00,flexible_±30min,0.99,evening
P-0006929,O-0005834,C-0009589,2026-01-07 16:47:01,2026-01-10,B-20260110-003,D-CMB-003,6.8534,79.864305,"No. 154, Palm Grove, Floor 5, Dehiwala, Sri Lanka",Z-CMB-008,10350,commercial,5,True,narrow_lane,6.506,63.5,35.3,38.0,0.0851789,cuboid,76.38,False,True,31.09,True,length_width,True,False,False,True,True,corrosive,False,,,hazmat,priority,door_to_door,False,1,17:27:00,18:58:00,flexible_±30min,0.852,evening
P-0006930,O-0005835,C-0009750,2026-01-09 18:29:52,2026-01-10,B-20260110-003,D-CMB-003,6.838514,79.864623,"No. 307, Temple Road, Floor 15, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,commercial,15,True,narrow_lane,3.554,34.0,24.9,16.9,0.01430754,cuboid,248.4,False,False,0.0,False,,False,False,False,False,False,,False,,,small_parcel,priority,door_to_door,False,2,13:30:00,14:39:00,fixed,0.83,afternoon
P-0006931,O-0005835,C-0008475,2026-01-08 19:26:28,2026-01-10,B-20260110-003,D-CMB-003,6.837448,79.863617,"No. 49, Baseline Road, Floor 1, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,commercial,1,True,narrow_lane,9.56,74.6,46.4,39.2,0.135688448,irregular,70.456,True,False,0.0,True,length_width,True,True,False,True,False,,False,,,large_parcel,standard,door_to_door,False,1,08:45:00,17:16:00,anytime,0.695,morning
P-0006932,O-0005836,C-0005608,2026-01-06 18:30:52,2026-01-10,B-20260110-003,D-CMB-003,6.883538,79.883613,"No. 134, Station Road, Nugegoda, Sri Lanka",Z-CMB-007,10250,residential,0,False,standard,5.261,22.6,29.3,34.7,0.022977646,cuboid,228.962,False,True,23.68,False,,False,True,False,False,False,,True,6.3,9.5,perishable,express,door_to_door,False,1,09:18:00,13:00:00,flexible_±30min,0.794,morning
P-0006933,O-0005837,C-0015723,2026-01-08 20:40:18,2026-01-10,B-20260110-003,D-CMB-003,6.889692,79.855059,"No. 5, Duplication Road, Floor 1, Bambalapitiya, Sri Lanka",Z-CMB-005,00400,residential,1,False,standard,7.292,42.6,23.9,21.1,0.021482754,cuboid,339.435,False,True,36.0,False,,False,True,False,False,False,,False,,,small_parcel,priority,door_to_door,False,1,11:07:00,12:07:00,fixed,0.818,any
P-0006934,O-0005838,C-0007053,2026-01-10 12:10:01,2026-01-10,B-20260110-003,D-CMB-003,6.851616,79.863672,"No. 131, Galle Road, Dehiwala, Sri Lanka",Z-CMB-008,10350,commercial,0,False,standard,1.967,27.8,22.5,17.5,0.01094625,cuboid,179.696,False,True,10.02,False,,False,True,False,True,False,,False,,,small_parcel,express,collection_point,True,1,11:01:00,15:00:00,flexible_±30min,0.739,morning
P-0006935,O-0005839,C-0004310,2026-01-07 18:30:56,2026-01-10,B-20260110-003,D-CMB-003,6.871597,79.860024,"No. 189, Temple Road, Wellawatte, Sri Lanka",Z-CMB-010,00600,residential,0,False,standard,1.384,34.4,28.3,13.1,0.012753112,cuboid,108.523,False,True,12.74,False,,False,True,False,False,False,,False,,,small_parcel,standard,door_to_door,False,1,12:41:00,18:48:00,anytime,0.813,evening
P-0006936,O-0005840,C-0016601,2026-01-08 16:32:22,2026-01-10,B-20260110-003,D-CMB-003,6.875125,79.863029,"No. 134, Marine Drive, Floor 4, Wellawatte, Sri Lanka",Z-CMB-010,00600,commercial,4,True,standard,7.768,62.9,41.2,36.5,0.09458902,cuboid,82.124,False,True,40.63,False,,False,True,False,False,False,,False,,,medium_parcel,express,door_to_door,False,1,13:43:00,17:17:00,flexible_±30min,0.895,afternoon
P-0006937,O-0005841,C-0012108,2026-01-10 12:14:22,2026-01-10,B-20260110-003,D-CMB-003,6.861834,79.85397,"No. 378, Temple Road, Floor 3, Wellawatte, Sri Lanka",Z-CMB-010,00600,residential,3,False,narrow_lane,16.478,75.5,43.9,26.5,0.087832925,cuboid,187.606,False,True,83.54,True,length_width,False,True,False,False,False,,False,,,large_parcel,standard,door_to_door,False,1,11:21:00,18:22:00,flexible_±30min,0.851,morning
P-0006938,O-0005842,C-0010411,2026-01-10 09:29:08,2026-01-10,B-20260110-003,D-CMB-003,6.892704,79.853311,"No. 158, Station Road, Bambalapitiya, Sri Lanka",Z-CMB-005,00400,residential,0,False,standard,0.371,24.9,17.7,1.5,0.000661095,flat,561.19,False,True,4.64,False,,False,True,False,False,False,,False,,,document,standard,collection_point,False,1,08:16:00,13:56:00,anytime,0.907,evening
